Summary,Sentiment
air throw is very goodlow noise and best cooling on medium speedmotor of fan is partially covered with plastic to protect water fall on itoriginal crompton motor very durablewater level can be seen clearly from outside body of cooleryou can fill water very easily from front side of cooler a big box is available to open and close it after filling water55 litre tank is enough for 10 hours cooling honey comb pads very good quality plastic body is,positive
very good product,positive
very nice computer table,positive
was ok ok not disappointed simple and good but price is little high,positive
very good,positive
ossam,positive
good product,positive
all time favrt,positive
cheap and best product,positive
awesome,positive
thanks to you flipkart,positive
good,positive
beautiful kapoor dani its really wow amazing quality kapoor dani with best price,positive
nice,positive
nice product value for money but not as strong plastic as the other branded mixies however liked the product,positive
awesome product,positive
nice product,positive
very nice curtain,positive
its very good thing,positive
must buy for those work from home soon im buy another one for my brother ps need wifi,positive
awesome,positive
very comfortable love it and nice clogs thanks flipkart and liberty and keep going forward also give us best offers,positive
worth it product,positive
nice,positive
nice juicer for getting best quality juice,positive
good product,positive
i bought first electronic products in flipkart superb product same day fitting also done by flipkart,positive
its good,positive
very good charger i have charge my mobile on 15 percentage only half hour my y mobile battery is 70 percent,positive
nice and very very good road and 12 minet me water hot,positive
quality good samsung is best company for electronics items but not 64 gb just show only 5966 gb,positive
super,positive
very nice tv under the price segment and it really looks cools mi needs to work on the connectivity issue to make it more user friendly and eagerly waiting for the netflix update except these everything is good and damn awesome thanks in the tv,positive
works like a charm,positive
thank you,positive
good product,positive
very nice,positive
nice,positive
good glass dinner set,positive
good product,positive
value for money product,positive
nice sound and battery backup is super,positive
worth for money,positive
nc,positive
its best for hatchback car and silent music lover,positive
good,positive
this product is good,positive
its good,positive
nice productbuy u will be definitely happy,positive
very nice,positive
nice,positive
super,positive
excellent product from mivi i really loved this bluetooth speaker battery backup amazing also fast connecting bluetooth,positive
super,positive
good sound and heavy bass this sound barfast bluetooth connectivity and fast charging size is very perfect i m so happy purchase of this,positive
very nice product got the original with extra refills thank you so much flipkart,positive
good job,positive
good,positive
very good,positive
steel quality and finishing is good plastic quality is very badat corner small small part is breaking,positive
nice,positive
very nyc product and good looking wall clock,positive
really good laptop for its price performance 1010 i recommend upgrading to 16 gb ram battery more than 45 hrs on normal usage might feel a bit heavy to carry though and the screen wobbles a bit but that wont be a big issue totally recommended,positive
it is as shown as in pic very nice simple sober n graceful set,positive
best,positive
air throw rate can be improved everything else is good,positive
awesome thanks flip,positive
nice product thexxx,positive
so nice,positive
good for leftover food dishesbut not so good for heavy coocked dishes,positive
nice product and quality is also good at this price you cannot get much better than this product,positive
nice,positive
good product,positive
product is ok,positive
very good product,positive
awesome product as expected,positive
good,positive
ook,positive
the product is good and useful for daily purpose quality is good as per the price super,positive
good quality,positive
nice,positive
very good product,positive
very good product but more weight is help to apply pressure on clothes its low weight,positive
good product,positive
not worth worst product bought from flipkart also return policy is designed to suit sellerit is sellers choice whether to accept the return or notno adequate support,positive
excellent,positive
nice cooler crompton ozone 88l,positive
its a vary good product,positive
i really appreciated the excellent work carried out by the flipkart in delivery the good on time even in this crucial period and many more thanks,positive
its a good product sound quality is awesome,positive
good quality product recommended for purchase the shoe,positive
good product,positive
very nice and beautiful,positive
very good,positive
super tq flipkart,positive
very nice good excellent,positive
super fast charging good quality,positive
super quality,positive
fantastic,positive
very good items,positive
superbmade in philippines great product received,positive
i liked it its pure,positive
wonderful product ill receive from filpkart i just love it so much thank you filpkart,positive
loved it,positive
always good smell is good everything is ok,positive
very nice products,positive
very good product recommended,positive
i liked this product,positive
excellent,positive
nice,positive
good working,positive
good,positive
value for money,positive
awesome,positive
nice product but bowls are too smal,positive
nice football,positive
got it for 1170 best deal go for this if budget is below 15k,positive
worthy product and working for my samsung 24 inches led tv,positive
nice product,positive
product is awesome you can prepare the meals in less than 1 minutes the powerful motor does the wonder making dough is just awesome my only complain is that price can be a little less rest product is best in market,positive
super,positive
nice product thanks flipkart,positive
nice productflexible design,positive
price ke according good quality h,positive
superb worth buying,positive
good,positive
value for money,positive
delivery on time very good products value for money,positive
performance good,positive
tooo good i love it,positive
cool nice,positive
good product,positive
good product i am happy,positive
apple never disappoints awesome product,positive
good,positive
good,positive
all good but delivery is very late,positive
nice packaging product is very nicethanks flipkart,positive
nice,positive
overall product is good only problem is to move the cooler it doesnt have wheels and also water inlet is provided in the bottomnice product,positive
best water purifier in this price rangebeen using for two weeks and its working fine timely delivery by flipkart and prompt installation by livepure however you need not have to buy prefilter as installation guy will charge you to install the same instead they ask you to buy from them it will cost 650 rs make sure you ask installation guy to adjust tds between 100 to 150 ppmin hurry they might adjust it to much lower ppm,positive
thank you flipkart,positive
the connectivity with mobile is very good but not compatible with laptop there is not specified in specifications that not compatible with laptop dear be carefull before purchase,positive
good quality but sirf pani garm,positive
full usefully,positive
fitting is perfect quality is superbbut i think it should be more comfortable,positive
its very nice,positive
good product,positive
pocket is small otherwise this is boys lover,positive
just wow,positive
good product for batchelor can use it for 2 years in good handeling,positive
wonderful,positive
awesome vfm design and most important the kich kich sound and feel,positive
nice product,positive
this product is very good,positive
quality is ok ok,positive
awesome product value for money m happy with it,positive
best product,positive
nice cooler cools the room even at 45 temperature surely go for it,positive
nice,positive
most beautiful product in this price range only ruppees 1999 5 watt but sound quality far better than mivi or sony and its intelligence and assistance power is awsome you can also listening music by gaana daily updates in india and all over world newsalso set smart light off and on set the alarm directly monitored with smarts tv alsono doubt best product given by google,positive
good setupbox,positive
very nice,positive
nyc product,positive
ossm product really nice,positive
super,positive
small so good,positive
very good product,positive
very good,positive
fab fab fab great product single knitting but very soft and warmth just go for it,positive
just waw so good n best quality m very grateful thank u flipkart,positive
very soft and nice fabricjust as shown in the picture,positive
nice but bawol is small,positive
good quality,positive
best washing machine in this price range just go for it,positive
good,positive
nice look,positive
nice,positive
very good exhaust in such price,positive
good,positive
very good product,positive
heating capacity is low and body is also light weight overall good product,positive
excellent,positive
this product is awesome writing this review after using it for 3 days plus point is its long cord its so handy and does all small house hold cleaning very easily totally happy and satisfied must buy product thank you agaro and flipkart,positive
suits for mobile alsofile transfer speed found goodstorage available 2tb2tb,positive
nice very good,positive
nice,positive
its working good but tea vessels or the ones which get burnt are not getting cleanedone has to scrub them to get the stain off,positive
super,positive
this is a really nice way to organise your study related stuff or anything as well but it is not at all sturdy although it has got that classy look in it which makes my room appear a little aesthetic i have no issues with it and assembling was very easy i did it alone own my own shocking ik go for it if you are a student and need it to organise your books and other materials,positive
superb productconnectivity is excellent value for moneysound clarity is nice and picture clarity is superbthank u mi,positive
nice product,positive
superb geyser its wonderful gadget of,positive
pretty accurate diagnosis,positive
super,positive
nice,positive
sound quality good but speaker height was low money invest is good,positive
i buy it for my mom nd she like it,positive
super fantastic beautiful,positive
its nice iron,positive
quality product,positive
saw it at a nice discount price so went for it bosch technician came the day after delivery to set it up and demoed with power ball and rinse aid that comes with the dishwasher i had already prepared the water and power connectiongives you confidence to have a dishwasher in the kitchen knowing you can manage the dishes even if the maid is absent,positive
nice,positive
super product,positive
thanks this is the best product love it,positive
nice product,positive
good product and good quality and good packing,positive
thanks marq,positive
super,positive
fan is best,positive
i like mi products very muchi am very satisfiedvery quick delivery has been done and very soon installation also i am very happy i would like to give 5 star rating,positive
very good,positive
excellent,positive
nice,positive
very nice product,positive
nice,positive
nice,positive
nice watch,positive
good productworth buying,positive
these football is best for that player who play open matches good product,positive
video quality is very good delivery fantastic only disadvantage is playing high resolution video via pen drive is not possible mobile casting is same only low resolution video plays,positive
nice blazer good quality very nice productthank you flippcart,positive
good for this price go for it,positive
fabulous nice one,positive
nice,positive
nice product for the ink,positive
awesome brand with qualityfor flipkart i gave 5 for give us quality and genuine productfor mi simply superb,positive
good,positive
excellent tv just go for it value for money,positive
nice product as expected,positive
happy,positive
over all best in budget segmentspicture quality good suppoy 4k videos sound nice mobile connection need same wifi band or another phone hotspot over all nice,positive
nice product,positive
very nice product,positive
good,positive
nice one,positive
good produced,positive
hair and care oil smell is super this oil is best for hair,positive
a very good speaker totally satisfied for my usage the bluetooth connectivity is very good and experienced no lags the bass is ok the output is sufficient for a good size room,positive
very good as per specifications,positive
nice product,positive
i am peace it super cotton quality,positive
really very very nice so soft so comfortable,positive
hard disk is genuine and is working fine to now i am getting a speed of around 120 to 130 mbps which is good for backup work on the seagate website i found the device has a little more than 3 years warrantyas of now i am satisfied overall,positive
superb quality am so happy thank you flipcart,positive
worth for money adapter very heated,positive
got more than expectations thankyou flipkart,positive
good quality product,positive
good product,positive
nice product in this price,positive
good,positive
its very nice worth money,positive
good,positive
super,positive
good product,positive
awesome look,positive
good product,positive
nic,positive
gd products,positive
superb fabric quality,positive
good,positive
goodproduct,positive
verry good product,positive
the product is good and compatible with desktop and laptop but surprisingly it is not compatible with the led tv sony bravia i had tried a number of times but in vain,positive
good,positive
very good quality super,positive
very nice watch,positive
super,positive
good,positive
good but blower is not there,positive
very nice,positive
ok good,positive
very good very hot,positive
overall product is good but i received that product fuse burn i change anther working fine,positive
nice,positive
nice,positive
good product,positive
product is good and suitable for 11years,positive
good one,positive
product packaging was good and delivered on time by flipkart the dinner set quality was excellent i was disappointed with the size of dinner plate it was one inch smaller,positive
very very good shoes iam very happythank you for flipkart,positive
good product,positive
awesome productbest smart tv in this price ratepicture and sound quality is also good but if you want to play you tube or other apps you need a good internet connectionim happy for this tv thanks for flipkart,positive
osm nice one,positive
amazing,positive
nice watch from van heusen premium look and worth it for this price,positive
nice,positive
good product,positive
good,positive
original ink cartridge,positive
nice,positive
amazing,positive
original product recommend,positive
super,positive
very good,positive
best,positive
top quality plastic body nicely builtwas delivered with all the specified accessoriesnot so noisy and performs as promised could not ask more rs 5399thanks flipkart o,positive
looks beautiful but balloon quality is bit low rest looks extremely beautiful,positive
best quality,positive
good product with very good delivery service from the delivery boy,positive
this is the best food processor and best part delivery and best deal by flipkart earlier we were using inalsa but in comparison usha 3811 is best,positive
very nice hair oil,positive
it is perfect smart watch,positive
awesomeusing more than yearcovering 2 bhk are effectively,positive
its really amazing productas quality of sound really impress me only drawback is its come with power ac cord which is not suitable for playing google home nest with power bank other wise this product give premium feel with quality,positive
nice products mast voice recoding,positive
it is looking better from the front than it was looking from afar,positive
awsum productit is my first camera nd itnm quiet easy to use thnx flipkart,positive
so good,positive
good,positive
good product,positive
nice,positive
nice,positive
nice decoration item but arch was complicated,positive
nice product,positive
awesome best for watching movies,positive
good product,positive
amezing god product,positive
must,positive
nice,positive
one of the best macbook models i ve ever come across total value for money flipkart price and delivery 5 stars,positive
nice porduct,positive
best laptop in a reasonable price,positive
not bad,positive
excellent,positive
nice fabric good quality product recieved with a good packingnice product in this range,positive
its really good and value for money by flipcart,positive
good,positive
its just too good im soo happy thank you flipcart,positive
im just love with this product,positive
nice,positive
good one,positive
nice,positive
very good smith running mechine secondly i got very low price any i was very much thankful to flipkart i will recommend my friends to purchase this item,positive
good product,positive
its a good mid range only issue is that it is quite noisy than normal,positive
super,positive
nice,positive
best,positive
good quality,positive
superbbbbb,positive
awesome product,positive
very nice product and super,positive
super,positive
nyc product,positive
good product,positive
excellent product,positive
awesome chimney best value,positive
very good producti am so happy,positive
best laptop,positive
price worth product,positive
really loved this fragrance its sweet and strong at the same time lasts long and comes at an affordable price go for it,positive
awesome air cooleri was looking for a cooler under this range and this has fulfilled my requirement this has the following features1 great air through the capacity of 5000 m3hr 2 comes with a large 65litre tank which can run overnight with ease3 great built that is a shockproof and reliable material4 you have to stop this beast at night because it has that massive cooling capabilityone small concern is mine and it is for sure that it is not a dealbreaker that it produces s,positive
good product,positive
very good,positive
its good nd biggest android brand oneplus,positive
excellent product,positive
very beautiful,positive
nice,positive
good product go for it,positive
very good product,positive
good quality large size non slippery got three for four fifty recommended,positive
good product,positive
very nice product thank you flipcart,positive
good product quality and perfect size and fittings,positive
rubish product,positive
value for moneylike this product,positive
jest ok,positive
amazing adopter very nice,positive
very nice,positive
very good dinner set,positive
gud product,positive
good bloothoot good sound good bas also good friends thankyou flipkart,positive
its working very good and looking very good awesome,positive
nyc productvalue for money,positive
khub khub happy,positive
fantastic,positive
good,positive
genuine product good to buy,positive
good,positive
nice,positive
super,positive
good,positive
nice,positive
nice product,positive
nice,positive
good,positive
nice,positive
good quality,positive
beginner can use this need prime lens to portrait photography,positive
great product,positive
good,positive
good,positive
nice mobile,positive
using it from last 5 months found the purifier as too gud i have room of 15ft18ft it takes approx 15mins to reduce the aire quality from 200 to below 70 it make some noise it full speed ie 3rd level but at medium it is acceptable at low you will never get to know if it is even runningthe best part is mobile app by which it can be very easily operated lots of options to automate it like you can set instructions to auto on if air quality increases above 70 off if it improves,positive
sound enthusiasts please note ive rated this product as average 3 star and i will tell you why is that the reason you usually shell out money to get premium brands is for the simple reason that they will take care of the details here is a detail that most of the people will not tell you this product has buzzing noise when its not playing in standby or low volumes and it gets pretty irritating i use for my smart tv and assuming you are not going to be in party mode always,positive
nice but small size,positive
just mindblowing dont think too much just go for it,positive
nice watch value for money,positive
my sis loved it good product for gifting,positive
nice,positive
its good,positive
best book,positive
good,positive
good,positive
amazing product,positive
value for money,positive
nice product,positive
its very very nice,positive
nice,positive
cheap in cost but best,positive
good,positive
very good and very easy installation thanks,positive
it is one of the best purchases i have ever made from flipkart it is a great product it is the most inexpensive product that works as advertised i hope they dont increase the price and make it difficult for people to buy,positive
lovely watch my hubby is sooo happy,positive
product is good,positive
absolutely loved this product no lag and speed is just only one issue that it will not run windows with m1 chip that was previously happening with intel chip,positive
value for money highly reliable bluetooth connection pairs automatically microphone quality in phone calls is also excellent the audio quality of the songs awesome especially in the bass mode offered in the receiver,positive
very good product,positive
good product,positive
worth,positive
awsome product in awsome pricevery happythanks flipkart,positive
nice fan and feeling better,positive
good,positive
nice product,positive
very nice,positive
good,positive
good,positive
very nice,positive
nice,positive
good product,positive
good,positive
nice cloth,positive
ball looks good and durableits pretty hard though,positive
superb product,positive
very good product felt good after decorating,positive
product are nice,positive
nice product,positive
good product,positive
its really amazing at this price i prefer to every can purchase without thinking,positive
good,positive
nice,positive
vego good company i am happy,positive
seeds is very less quantity and very cheap quality please flipcart dont provide this type of product,positive
good,positive
good product and delivery on time,positive
nice product better than expectedit can be assembled in a easy way,positive
always use with usb 30 port you will get better speed on sata hdd up to 80 mbps,positive
this product excellent,positive
it worth for money quality of the product picture wise and sound wise both are good mi in a short period of tym reaching out to several customers good initiative from mi team in order to bring such products into the market hope to see much more products from them,positive
very nice,positive
excellent product,positive
good product,positive
better buy other brand product definitely not worth of money dont even provide power batteries,positive
received a dented product except this is a good choice,positive
awesome,positive
delivery boy has available normal network mob phn becos at the time of delivery they have not found correct address in the sense customer back call to delivery boy mobmy last experience with ecart currier service we can not back call to himmy suggestion is they have normal network is best for better communication and time saver,positive
superb pridect,positive
good product,positive
good products,positive
very nice thanks flipkart,positive
worth every penny spent,positive
really like itmy neighbours also want to buy it,positive
nice product at this range of money,positive
awesome,positive
good kwality,positive
interestingcan be partitioned very easily,positive
excellent condition,positive
its good,positive
very very nice dinner set my mom is very happy,positive
really love this product but price wise its too much costly but i liked it obviously go for it thankqq soo much flipkart,positive
nice product,positive
good luck,positive
genuine review after 2 days of use perfect stand can hold the weight of mobile its comfortable gives a royal feel and very easy to use perfect stand for charging and holding mobile,positive
awesome product worth every penny love it,positive
very good product at this price its suitable for adult,positive
very nice product,positive
so far working well good for family if four looks decent and works properly,positive
very good,positive
too good,positive
good,positive
very nice,positive
nice product stunning,positive
it was awesome thanks to flipkart,positive
very good product,positive
very good cooler,positive
usual apple charger it is,positive
good,positive
the quality is literally good best for students if u short for space,positive
using this microwave oven for 6 months now it is good for me to prepare food i am still experimenting free time with this good product for family of 4 will do almost all main functionalities got for best price from flipkartdemo was done by the ifb executive thank you,positive
this product purchased just 10 days back first time received defect productpower supply was not happeningdid replacement of product and got new product and it working fine nothing to worry its better product with this price,positive
nice product,positive
best phone in this price,positive
good,positive
awesome material,positive
nice watch in this price range,positive
i am glad to buy this product,positive
superb delivery and good service technician is good in installation and then demo water quality also good reliable product using for last 10 days,positive
nice product,positive
value of purchase with money,positive
nice one,positive
nice product,positive
works great,positive
nc,positive
good,positive
good product,positive
this product is very good and not waste of money,positive
best,positive
got delivered within 24 hours and working fine,positive
better,positive
good quality thanks,positive
nice microwaveawesome product,positive
best fitting nice looking,positive
good,positive
nice one,positive
good product,positive
really good product,positive
very nice product,positive
good,positive
nice qualitybest fit fast delivery cheap in costosum comfortthanks to the dealer and flipkart,positive
awesome product the best headset that i ever had bass is soo good product range is fantastic battery backup is excellent and what more can u expect from a 1500 product,positive
juicer was ok but description is buy juicer u get 1jar this description misguide customer bcz when u get juicer they didnt pack jarso disappointed be care ful guysss,positive
super,positive
color is different but amazing bag,positive
nice camera value for money,positive
good,positive
super,positive
best product value for money,positive
best product value for money,positive
nice product but small size,positive
good,positive
excellent,positive
very good product and working fine,positive
good,positive
super,positive
very fast,positive
love the productlove the brandall over this watch is fantastic,positive
nice product good for people with sweaty fingers bit comfortable at first but later on got used to it very smooth,positive
excellent tv working and clarity superb thanku for flipcart and thomson,positive
good but read speed slow,positive
excellent product,positive
looking small but nice product,positive
thanks,positive
awesome,positive
samsung orignal chargerim buying at price of 899 i contact samsung service centre he tod me 1700 hundred for this but i am buying from flipkart just only 899 so thanks flipkart,positive
i am fully satisfied with the product,positive
perfect,positive
good purchase,positive
after using 2 weeks here are the initial reviewpros compact sizegood sensoreasy to usepowerful motorcons heating feature can be used with limited wash programtakes too much time to wash one lot if you use heater approx 25hrsmost annoying feature if the load is not balanced during spin it flush the water then fill it again and retry to spin it does continuously until successful spin so its a waste of water as it does not error out and stopyou need to keep an eye if timer is,positive
super busy top,positive
great product most recommended,positive
good product,positive
good product,positive
its a awesome product flipkart,positive
very good product,positive
tv is good and price worthy but brightness very highsound quality is not so good as expected installation is also done successfully but little bit cross fitted by company person ok will see the tv durability,positive
good product,positive
good,positive
nice but little thin,positive
good product,positive
nice product,positive
nice,positive
installatiin is so smooth thanks,positive
nice,positive
product is really good,positive
good product and quality,positive
good product,positive
nice product,positive
its a good product,positive
soundbar is amazing connectivity is very fast its gives proper sound delivery and perfect bass performance getting addicted to listening songs on this beautiful product thank you mivi,positive
good,positive
best football,positive
nice looking,positive
good product,positive
thank you flipkart i like this product,positive
nice,positive
overall i buy this laptop to run design software like catia and autoform but its performance is not up to mark,positive
very good product,positive
very good,positive
loved the product as well as service,positive
thank u flipkart amazing picture quality superb full paesa vasool,positive
good,positive
awesome products,positive
excellent product,positive
good,positive
good,positive
nice,positive
super charger,positive
boat watch good product,positive
cheapest mechanical keyboard in the market go for itusing it for my programming work keys feel good,positive
nic proct best,positive
really good,positive
wonderful thank u flipkart,positive
good,positive
good,positive
it is very best i liked it quality is good,positive
really good result,positive
its awesomego for it,positive
excellent product,positive
owsom,positive
super product,positive
ultimate item,positive
nice kajalso long lasting and affordable,positive
best wifi media connect product,positive
very sturdy design size of a wallet high write speeds upto 140mbps and read speeds password protection free adobe services,positive
good product,positive
very nice product,positive
good product,positive
good quality product,positive
very good and very nice beautiful voltage stabilizer for 55 smart tv,positive
its a nice product all good but by default there is a wind noise but that wont bother when u listen to music also the controls are the best and easy to control,positive
very satisfied,positive
verry nice product,positive
good product,positive
